,key,avg,sum,num,name,source
341,Context.StorageManager.Query.Reader.read_attribute_tiles,0.00387535,0.0077507,2,X_batch,tiledbsoma
125,Context.StorageManager.Query.Reader.read_attribute_tiles,0.00273489,0.00546977,2,X_batch,tiledbsoma
70,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0145628,0.0291255,2,X_batch,tiledbsoma
340,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0165704,0.0331408,2,X_batch,tiledbsoma
151,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.00545355,0.0109071,2,X_batch,tiledbsoma
124,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.00704759,0.0140952,2,X_batch,tiledbsoma
43,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0145803,0.0291606,2,X_batch,tiledbsoma
367,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0115533,0.0231066,2,X_batch,tiledbsoma
16,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0104684,0.0209367,2,X_batch,tiledbsoma
232,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0184673,0.0369346,2,X_batch,tiledbsoma
313,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.00889453,0.0177891,2,X_batch,tiledbsoma
97,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0121199,0.0242398,2,X_batch,tiledbsoma
286,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0131161,0.0262323,2,X_batch,tiledbsoma
178,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0172158,0.0344316,2,X_batch,tiledbsoma
205,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.0106885,0.021377,2,X_batch,tiledbsoma
259,Context.StorageManager.Query.Reader.read_coordinate_tiles,0.00883185,0.0176637,2,X_batch,tiledbsoma
15,Context.StorageManager.Query.Reader.read_tiles,0.00910251,0.0364101,4,X_batch,tiledbsoma
123,Context.StorageManager.Query.Reader.read_tiles,0.00488858,0.0195543,4,X_batch,tiledbsoma
231,Context.StorageManager.Query.Reader.read_tiles,0.0163039,0.0652158,4,X_batch,tiledbsoma
312,Context.StorageManager.Query.Reader.read_tiles,0.00583611,0.0233445,4,X_batch,tiledbsoma
339,Context.StorageManager.Query.Reader.read_tiles,0.0102181,0.0408725,4,X_batch,tiledbsoma
69,Context.StorageManager.Query.Reader.read_tiles,0.00950648,0.0380259,4,X_batch,tiledbsoma
258,Context.StorageManager.Query.Reader.read_tiles,0.00580343,0.0232137,4,X_batch,tiledbsoma
150,Context.StorageManager.Query.Reader.read_tiles,0.00363603,0.0145441,4,X_batch,tiledbsoma
204,Context.StorageManager.Query.Reader.read_tiles,0.00691347,0.0276539,4,X_batch,tiledbsoma
42,Context.StorageManager.Query.Reader.read_tiles,0.0138715,0.0554862,4,X_batch,tiledbsoma
285,Context.StorageManager.Query.Reader.read_tiles,0.0138837,0.055535,4,X_batch,tiledbsoma
366,Context.StorageManager.Query.Reader.read_tiles,0.00954544,0.0381818,4,X_batch,tiledbsoma
96,Context.StorageManager.Query.Reader.read_tiles,0.00805519,0.0322207,4,X_batch,tiledbsoma
177,Context.StorageManager.Query.Reader.read_tiles,0.0107879,0.0431517,4,X_batch,tiledbsoma
14,Context.StorageManager.Query.Reader.tile_offset_sizes,6.53e-06,6.53e-06,1,X_batch,tiledbsoma
338,Context.StorageManager.Query.Reader.tile_offset_sizes,8.472e-06,8.472e-06,1,X_batch,tiledbsoma
284,Context.StorageManager.Query.Reader.tile_offset_sizes,7.941e-06,7.941e-06,1,X_batch,tiledbsoma
68,Context.StorageManager.Query.Reader.tile_offset_sizes,8.645e-06,8.645e-06,1,X_batch,tiledbsoma
257,Context.StorageManager.Query.Reader.tile_offset_sizes,1.0178e-05,1.0178e-05,1,X_batch,tiledbsoma
311,Context.StorageManager.Query.Reader.tile_offset_sizes,9.276e-06,9.276e-06,1,X_batch,tiledbsoma
230,Context.StorageManager.Query.Reader.tile_offset_sizes,1.0377e-05,1.0377e-05,1,X_batch,tiledbsoma
95,Context.StorageManager.Query.Reader.tile_offset_sizes,8.739e-06,8.739e-06,1,X_batch,tiledbsoma
203,Context.StorageManager.Query.Reader.tile_offset_sizes,1.0175e-05,1.0175e-05,1,X_batch,tiledbsoma
122,Context.StorageManager.Query.Reader.tile_offset_sizes,8.165e-06,8.165e-06,1,X_batch,tiledbsoma
149,Context.StorageManager.Query.Reader.tile_offset_sizes,8.608e-06,8.608e-06,1,X_batch,tiledbsoma
41,Context.StorageManager.Query.Reader.tile_offset_sizes,8.023e-06,8.023e-06,1,X_batch,tiledbsoma
365,Context.StorageManager.Query.Reader.tile_offset_sizes,8.175e-06,8.175e-06,1,X_batch,tiledbsoma
176,Context.StorageManager.Query.Reader.tile_offset_sizes,1.0313e-05,1.0313e-05,1,X_batch,tiledbsoma
310,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0150453,0.0150453,1,X_batch,tiledbsoma
94,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0208529,0.0208529,1,X_batch,tiledbsoma
121,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0125411,0.0125411,1,X_batch,tiledbsoma
148,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0113943,0.0113943,1,X_batch,tiledbsoma
364,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0235035,0.0235035,1,X_batch,tiledbsoma
337,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0264306,0.0264306,1,X_batch,tiledbsoma
283,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0258842,0.0258842,1,X_batch,tiledbsoma
40,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0300142,0.0300142,1,X_batch,tiledbsoma
13,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0307561,0.0307561,1,X_batch,tiledbsoma
202,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0266699,0.0266699,1,X_batch,tiledbsoma
67,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0368852,0.0368852,1,X_batch,tiledbsoma
229,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0409315,0.0409315,1,X_batch,tiledbsoma
256,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.0189002,0.0189002,1,X_batch,tiledbsoma
175,Context.StorageManager.Query.Reader.unfilter_attr_tiles,0.034346,0.034346,1,X_batch,tiledbsoma
309,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.00830383,0.0415191,5,X_batch,tiledbsoma
12,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0129205,0.0646023,5,X_batch,tiledbsoma
282,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0112911,0.0564556,5,X_batch,tiledbsoma
66,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0152475,0.0762375,5,X_batch,tiledbsoma
93,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0102852,0.0514261,5,X_batch,tiledbsoma
120,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.00768554,0.0384277,5,X_batch,tiledbsoma
147,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.00689465,0.0344733,5,X_batch,tiledbsoma
336,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0128936,0.0644682,5,X_batch,tiledbsoma
39,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0114104,0.0570522,5,X_batch,tiledbsoma
174,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0144454,0.0722271,5,X_batch,tiledbsoma
201,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.011782,0.0589099,5,X_batch,tiledbsoma
228,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.012178,0.0608898,5,X_batch,tiledbsoma
255,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.00910876,0.0455438,5,X_batch,tiledbsoma
363,Context.StorageManager.Query.Reader.unfilter_coord_tiles,0.0107369,0.0536846,5,X_batch,tiledbsoma
7,Context.StorageManager.group_load_metadata_from_storage,6.1781e-05,6.1781e-05,1,open,tiledbsoma
3,Context.StorageManager.group_load_metadata_from_storage,7.5147e-05,7.5147e-05,1,open,tiledb
6,Context.StorageManager.group_open_for_reads,9.5971e-05,9.5971e-05,1,open,tiledbsoma
2,Context.StorageManager.group_open_for_reads,0.000100439,0.000100439,1,open,tiledb
1,Context.StorageManager.load_group_details,9.8835e-05,9.8835e-05,1,open,tiledb
5,Context.StorageManager.load_group_details,9.4227e-05,9.4227e-05,1,open,tiledbsoma
4,Context.StorageManager.load_group_from_all_uris,8.9871e-05,8.9871e-05,1,open,tiledbsoma
0,Context.StorageManager.load_group_from_all_uris,9.3855e-05,9.3855e-05,1,open,tiledb
146,Context.StorageManager.subSubarray.compute_relevant_frags,4.3482e-05,4.3482e-05,1,X_batch,tiledbsoma
65,Context.StorageManager.subSubarray.compute_relevant_frags,5.332e-05,5.332e-05,1,X_batch,tiledbsoma
11,Context.StorageManager.subSubarray.compute_relevant_frags,4.1776e-05,4.1776e-05,1,X_batch,tiledbsoma
92,Context.StorageManager.subSubarray.compute_relevant_frags,3.7996e-05,3.7996e-05,1,X_batch,tiledbsoma
335,Context.StorageManager.subSubarray.compute_relevant_frags,4.7233e-05,4.7233e-05,1,X_batch,tiledbsoma
308,Context.StorageManager.subSubarray.compute_relevant_frags,4.2143e-05,4.2143e-05,1,X_batch,tiledbsoma
227,Context.StorageManager.subSubarray.compute_relevant_frags,7.21e-05,7.21e-05,1,X_batch,tiledbsoma
119,Context.StorageManager.subSubarray.compute_relevant_frags,4.3244e-05,4.3244e-05,1,X_batch,tiledbsoma
281,Context.StorageManager.subSubarray.compute_relevant_frags,4.8512e-05,4.8512e-05,1,X_batch,tiledbsoma
200,Context.StorageManager.subSubarray.compute_relevant_frags,5.4682e-05,5.4682e-05,1,X_batch,tiledbsoma
362,Context.StorageManager.subSubarray.compute_relevant_frags,4.0579e-05,4.0579e-05,1,X_batch,tiledbsoma
173,Context.StorageManager.subSubarray.compute_relevant_frags,5.6564e-05,5.6564e-05,1,X_batch,tiledbsoma
254,Context.StorageManager.subSubarray.compute_relevant_frags,3.8661e-05,3.8661e-05,1,X_batch,tiledbsoma
38,Context.StorageManager.subSubarray.compute_relevant_frags,4.5255e-05,4.5255e-05,1,X_batch,tiledbsoma
199,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.0029174,0.0029174,1,X_batch,tiledbsoma
361,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00291732,0.00291732,1,X_batch,tiledbsoma
10,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00226085,0.00226085,1,X_batch,tiledbsoma
145,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.0029829,0.0029829,1,X_batch,tiledbsoma
118,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00281864,0.00281864,1,X_batch,tiledbsoma
91,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00301485,0.00301485,1,X_batch,tiledbsoma
64,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00287796,0.00287796,1,X_batch,tiledbsoma
172,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00294239,0.00294239,1,X_batch,tiledbsoma
37,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00291762,0.00291762,1,X_batch,tiledbsoma
226,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00287137,0.00287137,1,X_batch,tiledbsoma
334,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00287463,0.00287463,1,X_batch,tiledbsoma
280,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00278438,0.00278438,1,X_batch,tiledbsoma
253,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00278266,0.00278266,1,X_batch,tiledbsoma
307,Context.StorageManager.subSubarray.read_compute_simple_tile_overlap,0.00284799,0.00284799,1,X_batch,tiledbsoma
198,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00213427,0.00213427,1,X_batch,tiledbsoma
306,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00208412,0.00208412,1,X_batch,tiledbsoma
144,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00211837,0.00211837,1,X_batch,tiledbsoma
36,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00212721,0.00212721,1,X_batch,tiledbsoma
333,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00213132,0.00213132,1,X_batch,tiledbsoma
171,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00213321,0.00213321,1,X_batch,tiledbsoma
279,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00207534,0.00207534,1,X_batch,tiledbsoma
90,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00222602,0.00222602,1,X_batch,tiledbsoma
360,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00218172,0.00218172,1,X_batch,tiledbsoma
63,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00209531,0.00209531,1,X_batch,tiledbsoma
225,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00211441,0.00211441,1,X_batch,tiledbsoma
9,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00166732,0.00166732,1,X_batch,tiledbsoma
252,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00207787,0.00207787,1,X_batch,tiledbsoma
117,Context.StorageManager.subSubarray.read_load_relevant_rtrees,0.00207504,0.00207504,1,X_batch,tiledbsoma
89,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00184791,0.00184791,1,X_batch,tiledbsoma
62,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00176114,0.00176114,1,X_batch,tiledbsoma
332,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00168381,0.00168381,1,X_batch,tiledbsoma
8,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00155237,0.00155237,1,X_batch,tiledbsoma
143,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00168351,0.00168351,1,X_batch,tiledbsoma
170,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00178693,0.00178693,1,X_batch,tiledbsoma
278,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00150677,0.00150677,1,X_batch,tiledbsoma
251,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00170733,0.00170733,1,X_batch,tiledbsoma
359,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00220431,0.00220431,1,X_batch,tiledbsoma
197,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00192906,0.00192906,1,X_batch,tiledbsoma
224,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00191997,0.00191997,1,X_batch,tiledbsoma
35,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00171732,0.00171732,1,X_batch,tiledbsoma
116,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00170288,0.00170288,1,X_batch,tiledbsoma
305,Context.StorageManager.subSubarray.sort_and_merge_ranges,0.00151924,0.00151924,1,X_batch,tiledbsoma
